epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
1,447.773,0.88306,0.65368,1.07386,0.95006,0.85093,0.90905,0.75072,0.69442,0.47764,0.90705,0.00999203,0.00333068,0.00999203,0.00333068,0.00999203,0.00333068,0.00999203,0.00333068
2,820.786,0.90139,0.55562,1.05837,0.95077,0.88329,0.92879,0.75706,0.71733,0.45421,0.90166,0.0197941,0.00659803,0.0197941,0.00659803,0.0197941,0.00659803,0.0197941,0.00659803
3,2773.67,0.9661,0.63484,1.09498,0.90362,0.85385,0.88714,0.71832,0.74713,0.51578,0.92015,0.0293982,0.00979939,0.0293982,0.00979939,0.0293982,0.00979939,0.0293982,0.00979939
4,3098.75,0.96155,0.62457,1.09968,0.93407,0.88886,0.92508,0.75771,0.70291,0.45908,0.90834,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703,0.029109,0.009703
5,5532.26,0.92117,0.57648,1.08559,0.93139,0.88221,0.93081,0.77602,0.67137,0.44857,0.88881,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604,0.028812,0.009604
6,5856.14,0.88329,0.53803,1.06918,0.94432,0.89974,0.94078,0.78792,0.64884,0.39926,0.88329,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505,0.028515,0.009505
7,6181.63,0.85882,0.51332,1.04908,0.95154,0.91154,0.94674,0.80621,0.61467,0.37103,0.88054,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406,0.028218,0.009406
